Date,TransactionID,CustomerID,Age,Gender,Marital Status,Income,StoreID,StoreName,GroupStore,Type,Latitude,Longitude,ProductID,Product Name,Price,Qty,TotalAmount
2022-02-01,TR20925,159,53,1,Married,13.65,13,Buana,Buana,General Trade,-1.26916,116.825264,P10,Cheese Stick,15000,2,30000
2022-02-01,TR26678,321,45,0,Married,8.03,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,P6,Cashew,18000,3,54000
2022-02-01,TR29436,335,29,1,Single,4.74,3,Prima Kota,Prima,Modern Trade,-7.797068,110.370529,P6,Cashew,18000,3,54000
2022-02-01,TR30993,14,58,1,Married,10.18,6,Lingga,Lingga,Modern Trade,-5.135399,119.42379,P10,Cheese Stick,15000,2,30000
2022-02-01,TR33449,18,47,0,Married,13.6,9,Lingga,Lingga,Modern Trade,-3.654703,128.190643,P6,Cashew,18000,2,36000
2022-02-01,TR34291,333,47,0,Married,17.99,7,Buana Indah,Buana,General Trade,3.316694,114.590111,P7,Coffee Candy,9400,2,18800
2022-02-01,TR3533,24,37,0,Married,9.53,10,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,P6,Cashew,18000,3,54000
2022-02-01,TR46701,48,32,0,Married,10.62,9,Lingga,Lingga,Modern Trade,-3.654703,128.190643,P2,Ginger Candy ,3200,6,19200
2022-02-01,TR48742,87,44,1,Married,9.57,3,Prima Kota,Prima,Modern Trade,-7.797068,110.370529,P5,Thai Tea,4200,2,8400
2022-02-01,TR63499,118,20,1,Single,3.28,14,Priangan,Priangan,Modern Trade,-5.45,105.26667,P1,Choco Bar,8800,7,61600
2022-02-01,TR66576,250,30,1,Married,3.96,5,Bonafid,Gita,General Trade,-7.250445,112.768845,P7,Coffee Candy,9400,5,47000
2022-02-01,TR7826,181,33,1,Married,9.94,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,P1,Choco Bar,8800,10,88000
2022-02-01,TR93759,34,45,0,Married,6.36,4,Gita Ginara,Gita,General Trade,-6.966667,110.416664,P10,Cheese Stick,15000,2,30000
2022-03-01,TR10346,322,41,0,Married,20.01,4,Gita Ginara,Gita,General Trade,-6.966667,110.416664,P3,Crackers,7500,4,30000
2022-03-01,TR13,285,20,0,Single,0.0,6,Lingga,Lingga,Modern Trade,-5.135399,119.42379,P8,Oat,16000,1,16000
2022-03-01,TR15573,91,59,0,Married,9.85,13,Buana,Buana,General Trade,-1.26916,116.825264,P2,Ginger Candy ,3200,6,19200
2022-03-01,TR21783,78,41,1,Married,10.34,10,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,P5,Thai Tea,4200,5,21000
2022-03-01,TR25759,218,29,0,Married,3.52,14,Priangan,Priangan,Modern Trade,-5.45,105.26667,P5,Thai Tea,4200,4,16800
2022-03-01,TR26782,237,35,1,Married,8.14,7,Buana Indah,Buana,General Trade,3.316694,114.590111,P10,Cheese Stick,15000,4,60000
2022-03-01,TR27698,178,43,0,Married,9.58,8,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753,P6,Cashew,18000,3,54000
2022-03-01,TR31585,144,34,0,Married,10.01,6,Lingga,Lingga,Modern Trade,-5.135399,119.42379,P2,Ginger Candy ,3200,3,9600
2022-03-01,TR36491,117,45,1,Married,12.55,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,P3,Crackers,7500,4,30000
2022-03-01,TR36846,159,53,1,Married,13.65,7,Buana Indah,Buana,General Trade,3.316694,114.590111,P9,Yoghurt,10000,2,20000
2022-03-01,TR40890,224,29,0,Married,3.31,14,Priangan,Priangan,Modern Trade,-5.45,105.26667,P6,Cashew,18000,3,54000
2022-03-01,TR45933,406,38,1,Married,8.64,8,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753,P4,Potato Chip,12000,2,24000
2022-03-01,TR45980,7,31,0,Married,4.57,7,Buana Indah,Buana,General Trade,3.316694,114.590111,P3,Crackers,7500,3,22500
2022-03-01,TR46171,21,52,0,Married,12.72,10,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,P10,Cheese Stick,15000,3,45000
2022-03-01,TR54686,106,24,0,Single,6.79,10,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,P2,Ginger Candy ,3200,5,16000
2022-03-01,TR74189,202,28,0,Married,4.53,10,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,P7,Coffee Candy,9400,3,28200
2022-03-01,TR86483,45,53,0,Married,9.25,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,P8,Oat,16000,3,48000
2022-03-01,TR9341,202,28,0,Married,4.53,14,Priangan,Priangan,Modern Trade,-5.45,105.26667,P7,Coffee Candy,9400,5,47000
2022-04-01,TR14593,311,61,1,Married,7.64,9,Lingga,Lingga,Modern Trade,-3.654703,128.190643,P6,Cashew,18000,4,72000
2022-04-01,TR14970,136,28,1,Married,2.96,6,Lingga,Lingga,Modern Trade,-5.135399,119.42379,P10,Cheese Stick,15000,1,15000
2022-04-01,TR2102,23,57,1,Married,12.56,14,Priangan,Priangan,Modern Trade,-5.45,105.26667,P5,Thai Tea,4200,4,16800
2022-04-01,TR22313,194,31,1,Married,4.33,2,Prima Kelapa Dua,Prima,Modern Trade,-6.914864,107.608238,P2,Ginger Candy ,3200,4,12800
2022-04-01,TR37381,243,38,0,Married,3.34,7,Buana Indah,Buana,General Trade,3.316694,114.590111,P10,Cheese Stick,15000,2,30000
2022-04-01,TR41140,78,41,1,Married,10.34,14,Priangan,Priangan,Modern Trade,-5.45,105.26667,P9,Yoghurt,10000,2,20000
2022-04-01,TR45300,351,45,1,Married,18.34,11,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403,P6,Cashew,18000,4,72000
2022-04-01,TR48461,117,45,1,Married,12.55,1,Prima Tendean,Prima,Modern Trade,-6.2,106.816666,P5,Thai Tea,4200,2,8400
2022-04-01,TR49210,189,59,1,Single,5.15,7,Buana Indah,Buana,General Trade,3.316694,114.590111,P4,Potato Chip,12000,1,12000
2022-04-01,TR50516,304,34,0,Single,8.55,1,Prima Tendean,Prima,Modern Trade,-6.2,106.816666,P10,Cheese Stick,15000,2,30000
2022-04-01,TR51256,433,48,1,Married,11.97,4,Gita Ginara,Gita,General Trade,-6.966667,110.416664,P9,Yoghurt,10000,1,10000
2022-04-01,TR57427,157,44,0,Single,2.52,5,Bonafid,Gita,General Trade,-7.250445,112.768845,P5,Thai Tea,4200,3,12600
2022-04-01,TR64821,117,45,1,Married,12.55,2,Prima Kelapa Dua,Prima,Modern Trade,-6.914864,107.608238,P3,Crackers,7500,1,7500
2022-04-01,TR68280,36,32,1,Married,10.4,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,P8,Oat,16000,1,16000
2022-04-01,TR86686,403,30,0,Married,4.06,1,Prima Tendean,Prima,Modern Trade,-6.2,106.816666,P5,Thai Tea,4200,2,8400
2022-04-01,TR88044,62,51,1,Married,13.62,1,Prima Tendean,Prima,Modern Trade,-6.2,106.816666,P5,Thai Tea,4200,5,21000
2022-04-01,TR90452,440,40,0,Married,3.47,11,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403,P2,Ginger Candy ,3200,5,16000
2022-04-01,TR98969,355,19,1,Single,0.0,4,Gita Ginara,Gita,General Trade,-6.966667,110.416664,P8,Oat,16000,1,16000
2022-05-01,TR10602,22,34,0,Single,9.91,11,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403,P5,Thai Tea,4200,3,12600
2022-05-01,TR24114,182,44,1,Married,14.57,4,Gita Ginara,Gita,General Trade,-6.966667,110.416664,P8,Oat,16000,1,16000
2022-05-01,TR35280,167,28,1,Married,2.91,2,Prima Kelapa Dua,Prima,Modern Trade,-6.914864,107.608238,P9,Yoghurt,10000,1,10000
2022-05-01,TR36079,297,41,1,Married,12.13,11,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403,P5,Thai Tea,4200,4,16800
2022-05-01,TR43714,416,27,1,Married,3.43,13,Buana,Buana,General Trade,-1.26916,116.825264,P7,Coffee Candy,9400,2,18800
2022-05-01,TR46041,7,31,0,Married,4.57,8,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753,P9,Yoghurt,10000,5,50000
2022-05-01,TR60242,304,34,0,Single,8.55,13,Buana,Buana,General Trade,-1.26916,116.825264,P4,Potato Chip,12000,1,12000
2022-05-01,TR61100,278,31,1,Married,9.76,2,Prima Kelapa Dua,Prima,Modern Trade,-6.914864,107.608238,P8,Oat,16000,2,32000
2022-05-01,TR61437,123,34,0,Married,4.36,6,Lingga,Lingga,Modern Trade,-5.135399,119.42379,P1,Choco Bar,8800,4,35200
2022-05-01,TR84132,22,34,0,Single,9.91,14,Priangan,Priangan,Modern Trade,-5.45,105.26667,P9,Yoghurt,10000,7,70000
2022-06-01,TR11638,67,19,0,Single,0.0,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,P2,Ginger Candy ,3200,5,16000
2022-06-01,TR20374,282,55,0,Married,11.38,3,Prima Kota,Prima,Modern Trade,-7.797068,110.370529,P2,Ginger Candy ,3200,5,16000
2022-06-01,TR23183,84,54,0,Married,18.12,9,Lingga,Lingga,Modern Trade,-3.654703,128.190643,P4,Potato Chip,12000,4,48000
2022-06-01,TR24126,30,37,1,Single,2.26,3,Prima Kota,Prima,Modern Trade,-7.797068,110.370529,P2,Ginger Candy ,3200,3,9600
2022-06-01,TR32850,306,49,0,Married,16.52,6,Lingga,Lingga,Modern Trade,-5.135399,119.42379,P2,Ginger Candy ,3200,3,9600
2022-06-01,TR40523,176,54,1,Married,18.32,2,Prima Kelapa Dua,Prima,Modern Trade,-6.914864,107.608238,P3,Crackers,7500,4,30000
2022-06-01,TR41572,366,18,0,Single,0.0,3,Prima Kota,Prima,Modern Trade,-7.797068,110.370529,P6,Cashew,18000,3,54000
2022-06-01,TR45142,438,36,1,Single,5.43,10,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,P10,Cheese Stick,15000,4,60000
2022-06-01,TR73860,71,46,0,Married,12.42,1,Prima Tendean,Prima,Modern Trade,-6.2,106.816666,P4,Potato Chip,12000,4,48000
2022-06-01,TR74469,340,41,0,Single,10.9,4,Gita Ginara,Gita,General Trade,-6.966667,110.416664,P5,Thai Tea,4200,4,16800
2022-06-01,TR77963,116,51,1,Married,15.77,7,Buana Indah,Buana,General Trade,3.316694,114.590111,P3,Crackers,7500,2,15000
2022-06-01,TR81478,20,43,0,Married,18.91,8,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753,P5,Thai Tea,4200,4,16800
2022-06-01,TR83042,102,39,0,Married,6.44,10,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,P2,Ginger Candy ,3200,6,19200
2022-06-01,TR87914,161,41,0,Married,20.02,9,Lingga,Lingga,Modern Trade,-3.654703,128.190643,P5,Thai Tea,4200,4,16800
2022-06-01,TR92298,266,72,1,Married,4.72,2,Prima Kelapa Dua,Prima,Modern Trade,-6.914864,107.608238,P2,Ginger Candy ,3200,6,19200
2022-06-01,TR95272,84,54,0,Married,18.12,8,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753,P7,Coffee Candy,9400,3,28200
2022-06-01,TR96723,240,22,1,Single,3.33,14,Priangan,Priangan,Modern Trade,-5.45,105.26667,P5,Thai Tea,4200,4,16800
2022-06-01,TR97562,264,21,1,Single,1.12,14,Priangan,Priangan,Modern Trade,-5.45,105.26667,P5,Thai Tea,4200,3,12600
2022-07-01,TR22660,43,53,0,Married,16.64,13,Buana,Buana,General Trade,-1.26916,116.825264,P5,Thai Tea,4200,3,12600
2022-07-01,TR23169,189,59,1,Single,5.15,7,Buana Indah,Buana,General Trade,3.316694,114.590111,P1,Choco Bar,8800,7,61600
2022-07-01,TR28506,230,40,1,Married,4.32,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,P9,Yoghurt,10000,3,30000
2022-07-01,TR31932,70,30,1,Married,4.42,7,Buana Indah,Buana,General Trade,3.316694,114.590111,P9,Yoghurt,10000,4,40000
2022-07-01,TR38873,311,61,1,Married,7.64,5,Bonafid,Gita,General Trade,-7.250445,112.768845,P2,Ginger Candy ,3200,6,19200
2022-07-01,TR43744,233,43,1,Married,5.69,8,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753,P2,Ginger Candy ,3200,6,19200
2022-07-01,TR60853,74,3,1,Married,5.09,6,Lingga,Lingga,Modern Trade,-5.135399,119.42379,P2,Ginger Candy ,3200,3,9600
2022-07-01,TR73336,399,52,1,Single,33.77,10,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,P8,Oat,16000,3,48000
2022-07-01,TR74427,43,53,0,Married,16.64,3,Prima Kota,Prima,Modern Trade,-7.797068,110.370529,P8,Oat,16000,2,32000
2022-08-01,TR23772,156,44,0,Married,3.87,1,Prima Tendean,Prima,Modern Trade,-6.2,106.816666,P10,Cheese Stick,15000,1,15000
2022-08-01,TR36287,157,44,0,Single,2.52,2,Prima Kelapa Dua,Prima,Modern Trade,-6.914864,107.608238,P7,Coffee Candy,9400,2,18800
2022-08-01,TR40790,134,50,0,Married,18.62,8,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753,P7,Coffee Candy,9400,4,37600
2022-08-01,TR4331,335,29,1,Single,4.74,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,P3,Crackers,7500,3,22500
2022-08-01,TR43444,240,22,1,Single,3.33,2,Prima Kelapa Dua,Prima,Modern Trade,-6.914864,107.608238,P4,Potato Chip,12000,5,60000
2022-08-01,TR55617,9,33,0,Married,9.92,9,Lingga,Lingga,Modern Trade,-3.654703,128.190643,P7,Coffee Candy,9400,5,47000
2022-08-01,TR57273,344,47,1,Married,5.63,10,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,P4,Potato Chip,12000,1,12000
2022-08-01,TR648,164,18,1,Single,0.0,5,Bonafid,Gita,General Trade,-7.250445,112.768845,P5,Thai Tea,4200,3,12600
2022-08-01,TR65337,12,2,1,Married,4.94,3,Prima Kota,Prima,Modern Trade,-7.797068,110.370529,P5,Thai Tea,4200,3,12600
2022-08-01,TR6602,211,29,0,Married,3.54,5,Bonafid,Gita,General Trade,-7.250445,112.768845,P8,Oat,16000,2,32000
2022-08-01,TR67501,85,59,1,Married,7.89,13,Buana,Buana,General Trade,-1.26916,116.825264,P4,Potato Chip,12000,3,36000
2022-08-01,TR70157,415,44,0,Married,18.57,4,Gita Ginara,Gita,General Trade,-6.966667,110.416664,P8,Oat,16000,2,32000
2022-08-01,TR84962,55,34,1,Married,8.44,7,Buana Indah,Buana,General Trade,3.316694,114.590111,P3,Crackers,7500,5,37500
2022-08-01,TR89167,69,26,0,Single,2.84,10,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,P1,Choco Bar,8800,5,44000
2022-08-01,TR90471,162,49,0,Married,11.46,3,Prima Kota,Prima,Modern Trade,-7.797068,110.370529,P3,Crackers,7500,3,22500
2022-09-01,TR14091,307,31,0,Married,5.22,11,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403,P1,Choco Bar,8800,5,44000
2022-09-01,TR28270,140,54,0,Married,9.57,3,Prima Kota,Prima,Modern Trade,-7.797068,110.370529,P2,Ginger Candy ,3200,7,22400
2022-09-01,TR48974,170,36,0,Married,7.55,9,Lingga,Lingga,Modern Trade,-3.654703,128.190643,P10,Cheese Stick,15000,1,15000
2022-09-01,TR52493,354,53,1,Married,16.94,11,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403,P8,Oat,16000,1,16000
2022-09-01,TR52613,135,41,0,Married,3.28,9,Lingga,Lingga,Modern Trade,-3.654703,128.190643,P5,Thai Tea,4200,3,12600
2022-09-01,TR53447,137,34,1,Married,6.36,5,Bonafid,Gita,General Trade,-7.250445,112.768845,P2,Ginger Candy ,3200,4,12800
2022-09-01,TR5513,62,51,1,Married,13.62,2,Prima Kelapa Dua,Prima,Modern Trade,-6.914864,107.608238,P4,Potato Chip,12000,4,48000
2022-09-01,TR76965,241,24,1,Single,0.57,3,Prima Kota,Prima,Modern Trade,-7.797068,110.370529,P1,Choco Bar,8800,8,70400
2022-09-01,TR80326,269,39,1,Married,6.3,2,Prima Kelapa Dua,Prima,Modern Trade,-6.914864,107.608238,P8,Oat,16000,1,16000
2022-09-01,TR858,340,41,0,Single,10.9,14,Priangan,Priangan,Modern Trade,-5.45,105.26667,P8,Oat,16000,2,32000
2022-09-01,TR8878,415,44,0,Married,18.57,9,Lingga,Lingga,Modern Trade,-3.654703,128.190643,P5,Thai Tea,4200,3,12600
2022-09-01,TR89449,178,43,0,Married,9.58,11,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403,P5,Thai Tea,4200,2,8400
2022-09-01,TR91332,385,41,1,Married,15.84,10,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,P9,Yoghurt,10000,1,10000
2022-09-01,TR91669,241,24,1,Single,0.57,2,Prima Kelapa Dua,Prima,Modern Trade,-6.914864,107.608238,P5,Thai Tea,4200,5,21000
2022-10-01,TR3291,13,23,0,Single,2.03,14,Priangan,Priangan,Modern Trade,-5.45,105.26667,P4,Potato Chip,12000,5,60000
2022-10-01,TR45059,17,35,0,Married,3.14,9,Lingga,Lingga,Modern Trade,-3.654703,128.190643,P1,Choco Bar,8800,6,52800
2022-10-01,TR47932,122,26,1,Single,0.14,7,Buana Indah,Buana,General Trade,3.316694,114.590111,P7,Coffee Candy,9400,3,28200
2022-10-01,TR57616,446,57,0,Married,7.81,2,Prima Kelapa Dua,Prima,Modern Trade,-6.914864,107.608238,P1,Choco Bar,8800,7,61600
2022-10-01,TR59952,321,45,0,Married,8.03,14,Priangan,Priangan,Modern Trade,-5.45,105.26667,P4,Potato Chip,12000,5,60000
2022-10-01,TR6445,181,33,1,Married,9.94,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,P3,Crackers,7500,4,30000
2022-10-01,TR69307,23,57,1,Married,12.56,1,Prima Tendean,Prima,Modern Trade,-6.2,106.816666,P8,Oat,16000,1,16000
2022-10-01,TR69902,108,25,0,Single,6.87,9,Lingga,Lingga,Modern Trade,-3.654703,128.190643,P7,Coffee Candy,9400,2,18800
2022-10-01,TR7250,49,44,1,Married,13.48,11,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403,P1,Choco Bar,8800,7,61600
2022-10-01,TR77811,329,19,1,Single,0.0,4,Gita Ginara,Gita,General Trade,-6.966667,110.416664,P10,Cheese Stick,15000,2,30000
2022-10-01,TR80374,223,62,1,Single,5.35,10,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,P8,Oat,16000,3,48000
2022-10-01,TR82224,246,40,1,Single,21.81,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,P2,Ginger Candy ,3200,3,9600
2022-10-01,TR8236,249,47,0,Married,13.34,7,Buana Indah,Buana,General Trade,3.316694,114.590111,P2,Ginger Candy ,3200,6,19200
2022-10-01,TR8369,64,48,1,Married,7.92,4,Gita Ginara,Gita,General Trade,-6.966667,110.416664,P3,Crackers,7500,1,7500
2022-10-01,TR86436,26,45,1,Married,7.83,14,Priangan,Priangan,Modern Trade,-5.45,105.26667,P10,Cheese Stick,15000,1,15000
2022-10-01,TR88217,442,42,1,Married,14.88,8,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753,P9,Yoghurt,10000,1,10000
2022-10-01,TR95284,229,32,0,Married,10.17,2,Prima Kelapa Dua,Prima,Modern Trade,-6.914864,107.608238,P2,Ginger Candy ,3200,3,9600
2022-11-01,TR18566,8,37,1,Married,5.49,8,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753,P3,Crackers,7500,3,22500
2022-11-01,TR23232,168,27,0,Married,4.88,1,Prima Tendean,Prima,Modern Trade,-6.2,106.816666,P2,Ginger Candy ,3200,6,19200
2022-11-01,TR36166,256,56,0,Married,7.09,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,P10,Cheese Stick,15000,5,75000
2022-11-01,TR36685,196,34,0,Married,3.17,2,Prima Kelapa Dua,Prima,Modern Trade,-6.914864,107.608238,P2,Ginger Candy ,3200,6,19200
2022-11-01,TR40960,394,50,0,Married,7.19,4,Gita Ginara,Gita,General Trade,-6.966667,110.416664,P6,Cashew,18000,1,18000
2022-11-01,TR47732,329,19,1,Single,0.0,4,Gita Ginara,Gita,General Trade,-6.966667,110.416664,P2,Ginger Candy ,3200,6,19200
2022-11-01,TR57918,72,26,0,Single,1.81,6,Lingga,Lingga,Modern Trade,-5.135399,119.42379,P4,Potato Chip,12000,5,60000
2022-11-01,TR59286,278,31,1,Married,9.76,8,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753,P7,Coffee Candy,9400,6,56400
2022-11-01,TR63021,393,22,0,Single,0.0,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,P8,Oat,16000,1,16000
2022-11-01,TR64748,232,62,0,Married,7.32,9,Lingga,Lingga,Modern Trade,-3.654703,128.190643,P5,Thai Tea,4200,4,16800
2022-11-01,TR6627,339,22,0,Single,2.19,10,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,P9,Yoghurt,10000,6,60000
2022-11-01,TR71791,295,34,0,Married,4.78,3,Prima Kota,Prima,Modern Trade,-7.797068,110.370529,P7,Coffee Candy,9400,5,47000
2022-11-01,TR75052,151,42,0,Married,10.38,2,Prima Kelapa Dua,Prima,Modern Trade,-6.914864,107.608238,P3,Crackers,7500,1,7500
2022-11-01,TR76046,16,52,0,Married,11.8,1,Prima Tendean,Prima,Modern Trade,-6.2,106.816666,P8,Oat,16000,2,32000
2022-11-01,TR84499,312,54,0,Married,18.77,2,Prima Kelapa Dua,Prima,Modern Trade,-6.914864,107.608238,P3,Crackers,7500,3,22500
2022-11-01,TR85582,145,37,0,Single,14.59,14,Priangan,Priangan,Modern Trade,-5.45,105.26667,P5,Thai Tea,4200,4,16800
2022-11-01,TR93692,244,21,1,Single,3.64,10,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,P5,Thai Tea,4200,5,21000
2022-11-01,TR94450,213,24,1,Single,5.72,4,Gita Ginara,Gita,General Trade,-6.966667,110.416664,P3,Crackers,7500,6,45000
2022-12-01,TR24515,347,26,1,Single,3.69,7,Buana Indah,Buana,General Trade,3.316694,114.590111,P10,Cheese Stick,15000,2,30000
2022-12-01,TR24817,287,36,0,Single,3.7,8,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753,P3,Crackers,7500,1,7500
2022-12-01,TR25833,135,41,0,Married,3.28,5,Bonafid,Gita,General Trade,-7.250445,112.768845,P2,Ginger Candy ,3200,4,12800
2022-12-01,TR28633,201,57,0,Married,6.87,2,Prima Kelapa Dua,Prima,Modern Trade,-6.914864,107.608238,P9,Yoghurt,10000,6,60000
2022-12-01,TR39671,52,37,0,Married,3.73,7,Buana Indah,Buana,General Trade,3.316694,114.590111,P10,Cheese Stick,15000,2,30000
2022-12-01,TR4401,342,48,1,Married,13.55,3,Prima Kota,Prima,Modern Trade,-7.797068,110.370529,P4,Potato Chip,12000,5,60000
2022-12-01,TR49649,154,31,0,Married,8.36,10,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,P10,Cheese Stick,15000,1,15000
2022-12-01,TR69772,112,31,1,Married,4.44,5,Bonafid,Gita,General Trade,-7.250445,112.768845,P8,Oat,16000,1,16000
2022-12-01,TR76028,301,60,0,Married,8.97,4,Gita Ginara,Gita,General Trade,-6.966667,110.416664,P1,Choco Bar,8800,8,70400
2022-12-01,TR9420,28,55,0,Married,6.08,9,Lingga,Lingga,Modern Trade,-3.654703,128.190643,P8,Oat,16000,3,48000
2022-12-01,TR94326,167,28,1,Married,2.91,13,Buana,Buana,General Trade,-1.26916,116.825264,P9,Yoghurt,10000,2,20000
2022-01-13,TR17988,112,31,1,Married,4.44,2,Prima Kelapa Dua,Prima,Modern Trade,-6.914864,107.608238,P6,Cashew,18000,1,18000
2022-01-13,TR23621,156,44,0,Married,3.87,6,Lingga,Lingga,Modern Trade,-5.135399,119.42379,P7,Coffee Candy,9400,2,18800
2022-01-13,TR31421,427,54,0,Married,16.88,2,Prima Kelapa Dua,Prima,Modern Trade,-6.914864,107.608238,P6,Cashew,18000,3,54000
2022-01-13,TR33225,286,60,0,Married,6.19,4,Gita Ginara,Gita,General Trade,-6.966667,110.416664,P1,Choco Bar,8800,3,26400
2022-01-13,TR37826,149,61,1,Married,3.96,6,Lingga,Lingga,Modern Trade,-5.135399,119.42379,P7,Coffee Candy,9400,6,56400
2022-01-13,TR48412,275,41,0,Married,15.33,3,Prima Kota,Prima,Modern Trade,-7.797068,110.370529,P4,Potato Chip,12000,2,24000
2022-01-13,TR61271,442,42,1,Married,14.88,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,P1,Choco Bar,8800,3,26400
2022-01-13,TR75546,34,45,0,Married,6.36,6,Lingga,Lingga,Modern Trade,-5.135399,119.42379,P5,Thai Tea,4200,4,16800
2022-01-13,TR83152,420,48,1,Single,6.01,10,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,P10,Cheese Stick,15000,1,15000
2022-01-13,TR97807,324,36,1,Married,10.59,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,P6,Cashew,18000,3,54000
